,job_title,company,location,salary,summary,url,easily_apply?
87,"Senior Project Manager, Influencer Campaigns",Creative Circle,Los Angeles,N/A,"Setting up, launching and reporting on success of campaigns: preparing and presenting project reporting, analyzing performance and providing actionable…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0BPwlZa85gbT4Q3XYQoU_uQn0Qmw9zd_9UNfmcwtqAVuVK7B_FwsZQ4ys8ojPvMZFv79C5nZsLTSxytRugpdmzBtXSexD8-6UbCd1RuhuMYzQZFZb65vSDnCHMVtFuC7zVM5EvueBP94UtTfUG7oANHAgK64ATArH9WHDT4s9Goknvf1KSLOpjPiVIrulXQn03owoTKL4rz4YY8nVeNFQZZi0ffLDLnl-ysgGzc_dEDg_i04ZZ9ncuV0mN6hLq9lYqeQXG_cywfB8dFEUWLhurL1gmPiYY6B7Ylysk3tJye0HGBfH9TFUndV2-adMASa4NkI5a0iGGjeh8jneDlw3o8f852kvpFoaAVitcdyyd9aQhQwfnbaunzp3bx9PNU_23Ly4r9KoeBl7bJ0w9Tfnjt18307xI0kl73Ob0t50fDFdnMkpb5AXtR9kCOEziEKkZSd1N2z6WXhx6stAOcny-7&p=11&fvj=0&vjs=3",False
86,"PROGRAM IMPLEMENTATION MANAGER, HEALTH SERVICES/PERFORMANCE IMPROVEMENT",Los Angeles County Department of Human Resources,Los Angeles,"$118,906 - $158,575 a year","Experience with health information systems and project management.
Manages project budget, determine fiscal requirements and prepare budgetary recommendations…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=1edf908634716c47&fccid=b01534e05b04aabf&vjs=3",False
85,Alliances Program Manager,Infoblox,Los Angeles,N/A,Strong project management and interpersonal skills with the ability to manage multiple projects and large teams of experts.,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/rc/clk?jk=07ad28fe26790a00&fccid=d7bd935bd17bc575&vjs=3",False
63,Project Manager,Walter P Moore,Los Angeles,N/A,"6-15 years’ experience supporting or managing projects on existing structures.
They will perform review of enclosure systems for new construction, renovation,…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=32049f1127f3264e&fccid=8a5fc026957f2137&vjs=3",False
62,Business Development Project Manager – Practice & Industry,Latham & Watkins LLP,Los Angeles,N/A,This position is responsible for providing administrative and operational project management support with an initial focus on establishing a regular and…,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=fab16fc9a6a76f15&fccid=9b3429c846ebbd8c&vjs=3",False
61,Senior Financial Project Manager,Kaiser Permanente,Los Angeles,N/A,"Works directly with clients to provide project leadership for financial projects such as Hospital Alliances, business process improvements, and capital…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=2b5fb9ef210f8e66&fccid=48ecd526e3aa3225&vjs=3",False
60,Project Manager,Optum,Los Angeles,N/A,"Facilitates the capturing and prioritization of project requirements.
Develops project plans and team assignments ensuring that resource allocation and project…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=b582e4e41bc82c92&fccid=3c38342724c75954&vjs=3",False
38,Project Manager - Austin Commercial,Austin Commercial,Los Angeles,N/A,"Experience with project management software.
Assumes overall responsibility for startup activities on the project.
Scheduling and coordination of subcontracts.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=b39af5fa51e00d1e&fccid=71a3a14d996c793c&vjs=3",False
37,"International Program Manager, VX Launch Readiness",Hulu,Los Angeles,N/A,"2-4+ years experience in project management or other role requiring holding others accountable.
Foundational knowledge of customer support operations and end-to…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=c16923f6ce17b420&fccid=6824fc1f087bd63e&vjs=3",False
20,"Labor & Delivery, Program Manager, Full Time, Day Shift, Clinical Education",Adventist Health Glendale,Los Angeles,N/A,"Manages large program(s) with substantial budget/impact.
Serves as expert and resource to staff and managers in regard to patient care standards for area of…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=cea6827e0ae3dd5a&fccid=4356d72385cc5127&vjs=3",False
34,Project Manager Sr - Personalization Technology,Anthem,Los Angeles,N/A,Manage multiple projects of varying sizes and duration including large projects from a global perspective that incorporates both the business and technical…,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=a534d9b7e4719489&fccid=2a4da7fa99f4b9ae&vjs=3",False
33,Director of Project Management,"FanDragon Technologies, Inc",Los Angeles,"$110,000 a year","Identifyand manage project dependencies, interdependencies with other projects andexisting products, and critical path items.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=9cda2669bd781194&fccid=6ef7fb01774d3dac&vjs=3",False
32,Project Manager I,CMTS LLC,Los Angeles,N/A,Tracks all project status and provides management reports relative to overall program relative to construction project delivery schedules.,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=81a77d3a3304822d&fccid=1f1921e8512245d5&vjs=3",False
21,General Manager - West,Nubrakes,Los Angeles,N/A,"5+ years of experience within operations management, program management, and/or consulting.
You will have direct responsibility over localized market financial…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=76787695f4bf33b0&fccid=f288011f113e2d78&vjs=3",False
53,Program Manager,"PDS Tech, Inc.",Los Angeles,N/A,"Youll lead programs and projects, negotiating trade-offs, determining and committing to the right scope, schedule, and budget to deliver winning business…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/pagead/clk?mo=r&ad=-6NYlbfkN0BLQ6hkz6GMEPsiDV6dZwFY4wMBUE_AioakCFmtqBrqGqP687vd9SjG831nUZLdlEBZUjR-hz-bFxjuIiOHEmQdDlcmr6GFsrwxmZSXwBpa2JfyYX58FD8vJY7AS0LYBGCXenfvAIVaqw-wsYZexYAWNjSBgCeDzkMidWBHaAPencB7fjQ1Z8YYmvzKIUE5buvbg7yYecR0j-_2KzlZPfzzGDjFn15N0aR1Ua4wbHtF3FXBh1NOfI7Yb56coKOgIYKDHW5F3AhOZvv1T8ZBt7dvR02QxKEpkyRA0_q2qMFn_ArU1Msv003iRtilGDcDXVksE-Fxe3ytY6g9Y7SO6NRL7Y3ObbbV_zAqcbuPz01POX-snbu_yiQRzpDCI2PvwUgIQKCr6eFwZBorq80FmfgH2pNOd_ebcY769ub_TsVhkpGuWBt1vTLvWk4AdH_iXCFSnbEwKsuePJRKjfPPH53Wjz0WqhKlEVkON_w7rhdciUbRpwCI5979wddQKKWWu1ua66811I3wsx6E0sP9KTZu4nk9yu4UTJkO77uh2aaXGOcSucvUQIfkNQ6RUJQyX9adWUg5lWbhCvMEQ7vQWwg8&p=13&fvj=0&vjs=3",False
29,Project Manager,BridgeGap Global,Los Angeles,N/A,"Prepare and communicate project plans, project status and budget reports.
Escalate project issues and coordinate resolution actions.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=0f583aeaa0841a42&fccid=34312d9ff10f68fa&vjs=3",False
28,Project Manager,"Atkinson Construction, LLC",Los Angeles,N/A,A project manager also takes part in selecting and mentoring project staff and ensuring that the entire team works together efficiently to complete the project…,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=1f35a24ecfb18f9e&fccid=e0d9c45e85a10f6c&vjs=3",False
27,Project Manager,Gilbane Building Company,Los Angeles,N/A,"Manage the project using established project controls and procedures.
The Project Manager serves as the on-site Gilbane manager responsible for supporting the…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=637d9b0dcf42ea6f&fccid=5eb64a41eb4a67eb&vjs=3",False
22,"Project Manager, Marketing Operations (Contract)",Electronic Arts,Los Angeles,N/A,"At EA, the Project Managers will help lead flight control for getting upstream work tracked and under control for Brand Management.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=108be459cf730a2c&fccid=617d7f961cfcf54a&vjs=3",False
25,Project Manager - Los Angeles,Anheuser-Busch,Los Angeles,N/A,"Experience using project management tools.
Assign creative resources for each project and troubleshoot bandwidth conflicts.
5+ years of agency experience.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=d874de24c1319e8b&fccid=c4bc23324dcf8d3c&vjs=3",False
24,Project Manager,"Grifols Shared Services North America, Inc",Los Angeles,N/A,"Notification to their direct level manager with any project risks that may affect timelines, cost, resources, etc.
Prepare ad hoc reports as needed.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=1c6952e0dc10c689&fccid=48963978859d9706&vjs=3",False
23,Project Manager - SCS,AltaMed Health Services Corporation,Los Angeles,N/A,Create a project dash board report and communication progress to the project steering committee and the sponsors as well as tracking project variances and alert…,"https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=6d37f9d39e516626&fccid=33ff2b72cdb0fdd3&vjs=3",False
23,"Operational Program Manager, Strategy and Governance",Blue Shield of California,Los Angeles,N/A,"Throughout the year, program managers design and execute analysis of program outcomes and processes, to inform strategic thinking with quantitative and…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=f72d0fbb1ea88b4b&fccid=104dac531ec80260&vjs=3",False
21,Project Manager,Gilbane Building Company,Los Angeles,N/A,"Manage the project using established project controls and procedures.
The Project Manager serves as the on-site Gilbane manager responsible for supporting the…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=637d9b0dcf42ea6f&fccid=5eb64a41eb4a67eb&vjs=3",False
39,Market Research Senior Project Manager,Dynata,Los Angeles,N/A,"Ensuring key project performance metrics such as project profitability meet or exceed established guidelines.
Updating clients regularly on project progress.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=58b99432ceee5ee7&fccid=5362a19c14400543&vjs=3",False
40,Project Development Manager,CMTS LLC,Los Angeles,N/A,"Experience with both project delivery and procurement methods for public projects.
Reports on project budget, schedule and issues.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=56a140f9ba40bc6c&fccid=1f1921e8512245d5&vjs=3",False
18,"PROGRAM IMPLEMENTATION MANAGER, HEALTH SERVICES/PERFORMANCE IMPROVEMENT",Los Angeles County Department of Human Resources,Los Angeles,"$118,906 - $158,575 a year","Leads fundraising/new business efforts to support ongoing program implementation and scale.
Bachelor's degree from an accredited institution -AND- Five (5)…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=1edf908634716c47&fccid=b01534e05b04aabf&vjs=3",False
51,Sr. Project Manager,Warner Bros. Entertainment Group,Los Angeles,N/A,"Create project charter with high-level project plan.
Strong project management, project finance, and analytical skills.
End-to-end consolidated project plan.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=7a53f9b880555190&fccid=30cc7a5451d4ee77&vjs=3",False
59,Project Manager- Special Projects,Swinerton Builders,Los Angeles,N/A,"Overall management of construction project resulting in successful project completion.
Complete project with full or enhanced fee.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=3d34d07d36f2302c&fccid=82e5b284fc9e323c&vjs=3",False
58,Program Manager - NCQA Accreditation - Remote,Molina Healthcare,Los Angeles,N/A,"Monitors the project from inception through delivery.
Monitors the project from inception through delivery.
Active collaborator with people who are responsible…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/rc/clk?jk=d08944c0aadb92d1&fccid=61b6afe09a420e77&vjs=3",False
57,AR Program Manager,Snapchat,Los Angeles,N/A,"3+ years of program and/or project management experience.
Develop and maintain programs that accelerate innovation within Snap’s augmented reality ecosystem.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=cff3099f7a424c3c&fccid=f368300325e8e8bc&vjs=3",False
56,Project Development Manager,CMTS LLC,Los Angeles,N/A,"Experience with both project delivery and procurement methods for public projects.
Reports on project budget, schedule and issues.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=56a140f9ba40bc6c&fccid=1f1921e8512245d5&vjs=3",False
54,IT Project Manager Infrastructure,T2 Flex Force LLC,Los Angeles,N/A,"Provide project management for infrastructure projects including technical, resource, schedules, and financial plans.
PMP or related certification is preferred.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=1ae82790b78db1c5&fccid=d6e962973436bda6&vjs=3",False
53,Project Manager,Callison,Los Angeles,N/A,"Plans, coordinates and manages the project process for large scale healthcare projects.
Manages the finances of all assigned projects.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=55f08542c9896a9f&fccid=1b3565223af60f06&vjs=3",False
52,Onboarding Project Manager,Sony Electronics Inc,Los Angeles,N/A,"5+ years of project management experience.
Using Jira/Confluence to provide visibility to projects across the organization.
Bachelor’s degree or higher.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=24aa51c2d7392ae9&fccid=189d9431c3c1e8ca&vjs=3",False
